,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,bStep_count,countLog,modes,diffCounts,durCount,order
41141,41142,12,7,538237.0,4,19.99,19.99,79.96,1,19.99,19.99,19.99,1,1,-1,600,582,266,4,77,1,64,0,4,1,3,134559.25,0
41147,41148,12,7,374.35,4,22.99,32.99,113.96,1,32.99,32.99,32.99,5,1,2,8500,488,119,9,30,2,5,3,6,1,3,93.5875,1
41151,41152,12,7,304227.0,3,29.99,29.99,89.97,3,29.99,29.99,89.97,5,1,2,4000,581,338,14,57,2,86,3,12,2,0,101409.0,1
41155,41156,12,7,191753.0,2,69.99,69.99,139.98,1,69.99,69.99,69.99,5,1,2,5000,459,131,64,30,1,16,3,6,1,1,95876.5,1
41158,41159,12,7,5415153.0,18,9.99,30.95,433.73,4,21.9,30.95,105.7,5,1,2,3000,509,85,24,27,2,40,4,12,1,14,300841.8333333333,1
41162,41163,12,7,54393.0,3,49.99,49.99,149.97,1,49.99,49.99,49.99,5,1,2,3000,564,384,20,57,1,7,3,4,3,2,18131.0,1
41171,41172,12,7,1860922.0,64,39.95,139.99,4532.33,1,69.95,69.95,69.95,1,1,-1,900,478,82,8,34,1,55,0,4,1,63,29076.90625,0
41181,41182,12,7,286235.0,6,3.99,19.99,87.94,2,3.99,19.99,23.98,5,1,2,8500,586,27,2,51,2,125,3,11,2,4,47705.833333333336,1
41187,41188,12,7,126124.0,2,379.0,379.0,758.0,1,379.0,379.0,379.0,5,1,2,500,377,2,3,42,1,53,3,5,2,1,63062.0,1
41191,41192,12,7,726911.0,9,9.99,19.99,143.79,3,9.99,19.99,47.93,5,1,2,2500,577,220,9,46,2,41,3,10,2,6,80767.88888888889,1
41192,41193,12,7,1934665.0,127,3.99,239.95,5667.13,3,12.99,139.99,167.97,5,1,2,8500,580,221,18,45,1,7,5,8,4,124,15233.582677165354,1
41193,41194,12,7,1040.32,50,1.0,40.0,232.98,3,4.99,40.0,49.99,5,1,2,300,557,14,4,40,1,5,9,15,4,47,20.8064,1
41197,41198,12,7,233785.0,7,9.99,19.99,103.93,2,12.99,19.99,32.98,5,1,2,3300,554,222,14,37,2,14,5,9,4,5,33397.857142857145,1
41205,41206,12,7,1656782.0,26,4.99,999.99,10725.79,3,4.99,999.99,1009.97,5,1,2,8500,581,268,15,46,2,28,12,17,4,23,63722.38461538462,1
41230,41231,12,7,951907.0,3,189.99,189.99,569.97,2,189.99,189.99,379.98,1,1,2,10100,540,220,22,53,2,25,13,18,4,1,317302.3333333333,1
41242,41243,12,7,1052617.0,35,6.99,9.99,287.65,12,6.99,9.99,101.88,5,1,2,1900,408,170,9,43,2,11,3,32,1,23,30074.77142857143,1
41246,41247,12,7,1827679.0,30,6.99,79.95,509.4,1,14.99,14.99,14.99,5,1,2,3000,453,28,15,39,2,12,3,6,1,29,60922.63333333333,1
41257,41258,12,7,1063506.0,36,6.99,49.99,544.87,1,7.99,7.99,7.99,1,1,2,1900,487,216,43,52,2,9,0,3,1,35,29541.833333333332,0
41264,41265,12,7,5344181.0,80,1.0,19.99,714.7,11,5.0,19.99,110.94,5,1,2,3700,470,147,10,52,1,100,5,35,2,69,66802.2625,1
41265,41266,12,7,893494.0,7,229.99,333.0,2161.97,2,299.99,333.0,632.99,1,1,2,600,519,58,1,37,2,277,0,11,1,5,127642.0,0
41270,41271,12,7,4346886.0,9,12.99,499.99,3407.96,2,379.0,499.99,878.99,1,1,-1,4000,541,204,14,48,2,21,8,16,1,7,482987.3333333333,0
41275,41276,12,7,734966.0,8,14.99,24.99,134.94,1,24.99,24.99,24.99,5,1,2,5000,554,185,9,47,2,70,7,10,3,7,91870.75,1
41277,41278,12,7,2249576.0,5,69.99,99.99,379.95,1,69.99,69.99,69.99,2,1,2,2500,598,361,10,55,2,23,0,6,1,4,449915.2,0
41284,41285,12,7,6120321.0,130,6.99,100.0,2176.33,9,6.99,100.0,219.92,5,1,2,1600,487,219,23,56,2,26,8,27,1,121,47079.39230769231,1
41297,41298,12,7,512141.0,6,3.99,659.99,3063.94,2,3.99,599.99,603.98,5,1,2,300,425,14,10,23,2,13,8,15,1,4,85356.83333333333,1
41304,41305,12,7,792097.0,9,33.99,49.99,341.92,2,33.99,49.99,83.98,5,1,2,800,438,1,1,45,2,49,8,14,1,7,88010.77777777778,1
41324,41325,12,7,359446.0,2,44.99,44.99,89.98,1,44.99,44.99,44.99,1,1,2,300,543,221,8,57,2,213,7,10,3,1,179723.0,0
41333,41334,12,7,6663669.0,47,0.0,299.99,3318.86,8,0.0,299.99,663.97,5,1,2,3000,515,191,11,48,2,19,30,57,1,39,141780.1914893617,1
41334,41335,12,7,47675.0,2,139.99,139.99,279.98,1,139.99,139.99,139.99,2,1,2,600,510,268,5,49,2,173,0,2,2,1,23837.5,0
41337,41338,12,7,920175.0,10,19.99,59.95,439.64,2,59.95,59.95,119.9,5,1,2,600,530,156,10,57,2,235,3,10,2,8,92017.5,1
41359,41360,12,7,455598.0,5,29.99,29.99,89.97,1,29.99,29.99,29.99,4,1,2,4000,530,144,6,50,2,57,5,11,4,4,91119.6,0
41375,41376,12,7,1584944.0,34,14.99,79.99,1472.49,3,16.99,79.99,146.97,1,1,-1,600,581,226,2,64,2,6,0,6,1,31,46616.0,0
41379,41380,12,7,236769.0,3,149.99,149.99,449.97,2,149.99,149.99,299.98,1,1,2,3000,538,85,12,57,2,53,0,8,2,1,78923.0,0
41388,41389,12,7,330318.0,2,12.99,12.99,25.98,2,12.99,12.99,25.98,5,1,2,3000,556,85,10,58,2,35,3,14,1,0,165159.0,1
41401,41402,12,7,307546.0,13,9.99,12.99,150.87,3,9.99,12.99,35.97,1,1,-1,2500,522,118,19,43,2,18,1,7,1,10,23657.384615384617,0
41403,41404,12,7,159825.0,6,99.99,129.99,749.94,2,129.99,129.99,259.98,1,1,2,4000,565,190,7,54,1,171,0,5,1,4,26637.5,0
41418,41419,12,7,1264.06,16,5.0,49.9,614.37,2,39.99,39.99,79.98,5,1,2,600,70,28,2,52,2,396,5,12,2,14,79.00375,1
41420,41421,12,7,239.59,2,99.99,329.99,429.98,2,99.99,329.99,429.98,5,1,2,5000,440,45,24,50,2,9,3,10,1,0,119.795,1
41431,41432,12,7,57383.0,2,9.74,9.74,19.48,1,9.74,9.74,9.74,1,1,-1,2300,514,85,17,46,1,6,0,3,1,1,28691.5,0
41437,41438,12,7,2073545.0,17,9.95,99.99,299.84,5,19.99,19.99,99.95,1,1,2,900,577,54,3,51,1,189,7,24,1,12,121973.23529411765,0
41439,41440,12,7,86413.0,3,299.99,299.99,599.98,1,299.99,299.99,299.99,5,1,2,2500,520,23,74,23,2,11,3,5,1,2,28804.333333333332,1
41450,41451,12,7,558495.0,13,3.99,17.99,43.96,2,3.99,17.99,21.98,2,1,2,600,493,84,23,47,2,35,0,10,1,11,42961.153846153844,0
41458,41459,12,7,1107814.0,12,0.0,399.99,1999.92,2,199.99,199.99,399.98,1,1,1,600,524,62,1,29,2,84,0,5,1,10,92317.83333333333,0
41465,41466,12,7,18758897.0,24,14.99,79.95,970.68,4,39.99,39.99,159.96,1,1,1,9000,584,337,32,56,1,5,4,14,1,20,781620.7083333334,0
41471,41472,12,7,81968.0,3,9.99,9.99,19.98,1,9.99,9.99,9.99,2,1,2,800,546,276,2,43,2,15,0,2,2,2,27322.666666666668,0
41474,41475,12,7,144219.0,3,79.99,79.99,239.97,2,79.99,79.99,159.98,1,1,-1,300,547,2,1,39,2,16,0,4,1,1,48073.0,0
41490,41491,12,7,2756126.0,17,19.99,39.99,619.83,5,19.99,39.99,179.95,1,1,-1,2900,524,46,49,32,1,209,2,42,1,12,162125.0588235294,0
41496,41497,12,7,628179.0,4,12.99,39.99,132.96,2,12.99,39.99,52.98,5,1,2,5000,541,221,5,53,1,225,7,12,3,2,157044.75,1
41498,41499,12,7,452477.0,9,29.99,119.99,699.91,1,79.99,79.99,79.99,2,1,2,300,557,2,1,40,2,90,0,2,2,8,50275.22222222222,0
41502,41503,12,7,2047839.0,7,119.99,149.99,969.93,2,139.99,139.99,279.98,5,1,2,3600,531,220,10,48,2,35,3,10,1,5,292548.4285714286,1
41506,41507,12,7,408778.0,3,49.99,49.99,149.97,1,49.99,49.99,49.99,3,1,2,1000,70,165,2,47,2,380,1,6,2,2,136259.33333333334,0
41545,41546,12,7,574549.0,16,19.99,29.99,385.84,1,19.99,19.99,19.99,5,1,2,4000,555,282,14,50,1,23,3,4,3,15,35909.3125,1
41546,41547,12,7,2986807.0,15,15.99,59.99,287.93,4,15.99,59.99,151.96,4,1,2,1200,538,50,9,43,1,9,24,40,4,11,199120.46666666667,1
41558,41559,12,7,377074.0,5,19.99,19.99,99.95,5,19.99,19.99,99.95,1,1,-1,4000,588,130,14,40,2,70,1,14,1,0,75414.8,0
41563,41564,12,7,2681803.0,47,5.99,499.0,2054.8,1,32.99,32.99,32.99,5,1,2,4000,509,286,14,51,1,173,5,7,3,46,57059.63829787234,0
41564,41565,12,7,245984.0,3,29.99,29.99,59.98,1,29.99,29.99,29.99,4,1,2,600,556,79,10,34,2,14,2,8,2,2,81994.66666666667,0
41569,41570,12,7,2964565.0,26,14.99,599.0,2212.95,3,14.99,429.99,499.98,1,1,2,600,481,37,18,50,2,8,5,12,2,23,114021.73076923077,1
41578,41579,12,7,59332.0,3,22.0,22.0,44.0,1,22.0,22.0,22.0,2,1,2,1500,524,117,14,49,1,39,0,2,2,2,19777.333333333332,0
41587,41588,12,7,74966.0,2,39.99,39.99,79.98,1,39.99,39.99,39.99,5,1,2,2900,528,51,24,29,2,5,4,5,3,1,37483.0,1
41592,41593,12,7,1104386.0,20,9.99,49.95,549.75,4,24.99,44.99,134.96,1,1,-1,2900,488,144,33,31,2,23,3,13,1,16,55219.3,0
41602,41603,12,7,1127414.0,3,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,1800,572,346,7,58,2,15,5,6,4,2,375804.6666666667,1
41617,41618,12,7,1562476.0,5,59.99,59.99,299.95,1,59.99,59.99,59.99,5,1,2,7500,502,76,13,34,2,29,5,7,4,4,312495.2,1
41619,41620,12,7,292856.0,1,949.99,949.99,949.99,1,949.99,949.99,949.99,5,1,2,500,552,17,4,57,2,11,3,5,2,0,292856.0,1
41624,41625,12,7,1364601.0,16,15.0,49.99,374.89,3,19.99,29.99,69.97,5,1,2,3600,501,227,11,51,2,7,7,13,1,13,85287.5625,1
41633,41634,12,7,1249.46,10,229.99,229.99,689.97,1,229.99,229.99,229.99,5,1,2,1600,484,189,7,41,2,14,5,7,3,9,124.946,1
41635,41636,12,7,1487772.0,17,21.99,69.99,666.83,2,24.99,62.99,87.98,1,1,2,1400,452,79,50,27,1,66,0,7,1,15,87516.0,0
41644,41645,12,7,819692.0,6,14.99,99.99,429.94,2,14.99,99.99,114.98,5,1,2,7000,520,359,33,52,2,8,6,11,1,4,136615.33333333334,1
41651,41652,12,7,751665.0,5,14.99,33.99,131.95,2,14.99,33.99,48.98,5,1,2,500,530,103,7,31,2,59,3,11,2,3,150333.0,1
41657,41658,12,7,265066.0,5,699.99,1099.99,3959.95,1,699.99,699.99,699.99,1,1,2,6900,543,349,20,54,1,14,0,2,1,4,53013.2,0
41658,41659,12,7,1824178.0,9,9.99,819.0,1017.93,1,19.99,19.99,19.99,2,1,2,600,80,39,0,58,2,46,0,3,1,8,202686.44444444444,0
41669,41670,12,7,6148.55,87,4.0,39.99,1784.88,2,10.0,39.99,49.99,5,1,2,4000,577,220,4,57,2,8,6,9,3,85,70.67298850574713,1
41673,41674,12,7,810681.0,16,9.99,34.99,339.84,4,19.99,34.99,99.96,1,1,2,700,448,49,4,23,1,34,0,10,1,12,50667.5625,0
41675,41676,12,7,177214.0,2,199.99,199.99,399.98,1,199.99,199.99,199.99,5,1,2,500,434,3,2,19,2,11,3,4,3,1,88607.0,1
41676,41677,12,7,1485.41,57,0.0,20.0,124.94,2,0.0,4.99,4.99,1,1,6,1100,442,65,40,48,2,15,0,7,1,55,26.05982456140351,0
41688,41689,12,7,23449.0,3,29.99,29.99,59.98,1,29.99,29.99,29.99,2,1,2,4000,530,144,6,50,2,57,0,2,2,2,7816.333333333333,0
41689,41690,12,7,421527.0,2,14.99,14.99,29.98,2,14.99,14.99,29.98,5,1,2,4000,527,224,8,58,2,71,5,9,1,0,210763.5,1
41702,41703,12,7,1174989.0,15,69.99,199.0,1372.08,2,84.49,99.99,184.48,1,1,2,3000,509,149,17,59,2,8,0,5,1,13,78332.6,0
41723,41724,12,7,112187.0,5,14.99,14.99,29.98,1,14.99,14.99,14.99,1,1,2,2500,498,320,12,48,2,17,0,2,1,4,22437.4,0
41728,41729,12,7,189811.0,10,49.99,49.99,499.9,1,49.99,49.99,49.99,1,1,1,300,486,220,1,45,2,9,0,5,1,9,18981.1,0
41729,41730,12,7,165348.0,5,59.99,59.99,119.98,1,59.99,59.99,59.99,1,1,2,900,548,98,6,35,2,261,0,2,1,4,33069.6,0
41732,41733,12,7,269633.0,4,129.99,139.99,529.96,1,129.99,129.99,129.99,1,1,2,300,504,85,3,54,1,23,4,6,3,3,67408.25,0
41747,41748,12,7,154032.0,4,79.99,79.99,239.97,1,79.99,79.99,79.99,2,1,2,600,569,54,3,49,1,91,0,2,2,3,38508.0,0
41759,41760,12,7,527102.0,18,12.99,19.99,318.83,5,12.99,19.99,92.95,5,1,2,8500,522,110,36,30,2,19,7,13,4,13,29283.444444444445,1
41761,41762,12,7,2089057.0,61,7.0,899.0,3661.4,8,17.99,29.99,177.92,5,1,2,2100,503,216,10,42,2,33,15,27,4,53,34246.83606557377,1
41762,41763,12,7,4144021.0,86,1.0,109.99,1051.88,4,1.0,109.99,196.98,1,1,-1,2800,498,241,30,48,2,31,15,28,1,82,48186.29069767442,0
41772,41773,12,7,729.84,4,9.99,19.99,49.97,3,9.99,19.99,49.97,5,1,2,18000,515,134,43,37,2,7,5,9,4,1,182.46,1
41776,41777,12,7,2735947.0,17,9.99,29.99,49.97,5,9.99,9.99,9.99,5,1,2,4000,543,221,30,58,2,29,4,19,1,12,160938.0588235294,1
41778,41779,12,7,872602.0,11,15.99,49.99,381.89,4,15.99,49.99,111.96,5,1,2,4000,531,63,5,41,2,117,6,14,3,7,79327.45454545454,1
41779,41780,12,7,324832.0,5,69.99,499.99,1329.96,1,499.99,499.99,499.99,5,1,2,2900,508,239,36,49,2,9,4,6,3,4,64966.4,1
41787,41788,12,7,72344.0,1,3.99,3.99,3.99,1,3.99,3.99,3.99,4,1,2,200,474,195,0,47,2,31,4,7,4,0,72344.0,0
41799,41800,12,7,248.25,14,179.0,199.99,1638.92,2,179.99,179.99,359.98,5,1,2,2600,522,106,18,36,2,4,5,9,1,12,17.732142857142858,1
41808,41809,12,7,70191.0,2,591.0,591.0,1182.0,1,591.0,591.0,591.0,3,1,2,2600,512,77,12,28,1,285,1,4,1,1,35095.5,0
41809,41810,12,7,855247.0,7,17.99,29.99,77.97,1,29.99,29.99,29.99,5,1,2,300,391,11,15,28,1,93,3,6,1,6,122178.14285714286,1
41811,41812,12,7,177496.0,3,15.99,74.99,165.97,1,74.99,74.99,74.99,3,1,2,4500,536,327,15,48,2,159,1,4,2,2,59165.333333333336,0
41814,41815,12,7,145212.0,5,34.99,59.95,234.69,1,39.9,39.9,39.9,1,1,2,1100,70,125,0,32,2,19,0,2,1,4,29042.4,0
41815,41816,12,7,213073.0,5,3.99,9.99,37.95,2,3.99,9.99,13.98,5,1,2,600,522,52,7,33,2,106,10,14,3,3,42614.6,1
41824,41825,12,7,524641.0,8,29.99,99.99,499.76,1,59.95,59.95,59.95,5,1,2,4800,587,223,15,56,2,18,4,10,2,7,65580.125,1
41827,41828,12,7,1011803.0,20,3.99,29.99,264.81,1,9.99,9.99,9.99,1,1,-1,300,350,9,6,25,2,304,0,4,1,19,50590.15,0
41832,41833,12,7,19160565.0,196,3.0,749.99,7342.68,3,7.0,19.99,41.98,1,1,2,4200,588,224,33,42,2,7,5,12,1,193,97757.98469387754,0
41854,41855,12,7,609091.0,14,149.99,299.99,1199.94,2,149.99,299.99,449.98,5,1,2,300,518,1,0,40,2,52,4,8,3,12,43506.5,1
41863,41864,12,7,89876.0,4,15.99,74.99,122.96,1,15.99,15.99,15.99,1,1,2,4500,536,327,15,48,2,159,0,2,1,3,22469.0,0
41872,41873,12,7,617566.0,6,79.99,89.95,259.89,1,89.95,89.95,89.95,5,1,2,400,532,136,17,27,2,97,3,9,2,5,102927.66666666667,1
41881,41882,12,7,10317246.0,5,1199.0,1499.0,6895.0,1,1499.0,1499.0,1499.0,5,1,2,500,541,129,10,44,2,17,3,6,2,4,2063449.2,1
41883,41884,12,7,9019433.0,165,1.0,20.0,850.0,19,1.0,5.0,56.0,5,1,2,1400,557,250,36,27,2,7,13,52,1,146,54663.2303030303,1
41899,41900,12,7,74702.0,3,9.99,9.99,19.98,1,9.99,9.99,9.99,2,1,2,800,546,276,2,43,2,15,0,4,2,2,24900.666666666668,0
41903,41904,12,7,1092975.0,15,29.99,99.99,694.85,2,39.99,39.99,79.98,1,1,2,300,465,1,2,45,1,58,0,27,2,13,72865.0,0
41907,41908,12,7,64491.0,15,1.0,3.0,17.0,1,1.0,1.0,1.0,1,1,1,10000,517,156,143,56,2,4,0,2,1,14,4299.4,0
41914,41915,12,7,9412567.0,40,8.95,499.99,2123.66,7,9.95,499.99,1064.85,5,1,2,7500,517,344,12,57,2,25,6,22,1,33,235314.175,1
41916,41917,12,7,730637.0,23,17.99,29.99,485.77,4,17.99,29.99,83.96,5,1,2,7500,531,168,14,24,3,252,6,14,2,19,31766.82608695652,1
41920,41921,12,7,349332.0,11,10.99,169.99,341.92,3,10.99,29.99,70.97,5,1,2,2900,515,74,17,29,2,162,7,13,4,8,31757.454545454544,1
41923,41924,12,7,1626.15,94,39.99,59.95,4568.46,14,39.99,49.99,689.86,5,1,2,2900,467,87,13,31,1,27,4,38,1,80,17.299468085106383,1
41924,41925,12,7,1474236.0,35,13.0,59.95,862.59,3,14.99,44.99,77.97,1,1,2,600,450,210,20,36,2,30,0,7,1,32,42121.02857142857,0
41930,41931,12,7,2852536.0,32,6.99,179.0,616.19,3,6.99,9.99,25.97,1,1,2,1800,482,167,15,47,1,39,1,8,2,29,89141.75,0
41947,41948,12,7,508199.0,4,27.99,219.99,495.96,1,219.99,219.99,219.99,1,1,2,5000,525,223,40,65,1,82,1,5,2,3,127049.75,0
41949,41950,12,7,336257.0,8,12.99,12.99,103.92,1,12.99,12.99,12.99,1,1,-1,2500,578,85,1,26,1,68,1,5,1,7,42032.125,0
41955,41956,12,7,14069963.0,6,299.99,349.99,1849.94,1,299.99,299.99,299.99,5,1,2,3700,563,335,10,53,2,5,4,8,1,5,2344993.8333333335,1
41960,41961,12,7,2353.62,34,5.0,19.99,283.96,6,5.0,19.99,52.99,1,1,2,4000,552,353,12,61,2,10,2,26,1,28,69.22411764705882,0
41961,41962,12,7,1790712.0,4,19.99,19.99,59.97,1,19.99,19.99,19.99,1,1,2,300,355,6,0,23,2,202,5,9,3,3,447678.0,0
41973,41974,12,7,430589.0,6,29.99,39.99,209.94,2,29.99,39.99,69.98,5,1,2,600,530,309,5,53,2,20,5,8,3,4,71764.83333333333,1
41975,41976,12,7,6639.96,58,9.99,119.99,1890.47,3,39.99,119.99,228.98,5,1,2,2500,501,15,8,23,2,20,6,18,1,55,114.48206896551724,1
41976,41977,12,7,2134.05,8,24.99,24.99,199.92,4,24.99,24.99,99.96,1,1,-1,4000,572,139,3,67,2,29,8,36,1,4,266.75625,0
41979,41980,12,7,264621.0,4,19.99,59.95,159.88,1,19.99,19.99,19.99,5,1,2,600,559,216,2,38,2,7,3,7,1,3,66155.25,1
41980,41981,12,7,2679.48,69,5.99,24.99,295.76,2,12.99,12.99,25.98,1,1,-1,1600,541,248,2,40,1,125,0,5,1,67,38.83304347826087,0
41981,41982,12,7,745339.0,3,29.99,29.99,89.97,1,29.99,29.99,29.99,1,1,-1,4000,531,92,4,45,2,53,1,12,2,2,248446.33333333334,0
41982,41983,12,7,1836015.0,4,14.99,29.99,90.17,4,14.99,29.99,90.17,5,1,2,1000,529,111,6,41,2,36,12,23,4,0,459003.75,1
42004,42005,12,7,785272.0,2,19.99,19.99,39.98,2,19.99,19.99,39.98,5,1,2,2000,570,274,11,47,2,27,3,9,1,0,392636.0,1
42009,42010,12,7,6660462.0,112,6.99,199.99,6903.35,3,69.99,99.99,249.97,1,1,2,500,441,7,2,44,2,23,0,11,1,109,59468.41071428572,0
42017,42018,12,7,423368.0,5,25.99,379.0,783.99,1,379.0,379.0,379.0,3,1,2,500,418,102,29,35,1,19,1,3,2,4,84673.6,0
42024,42025,12,7,44444.0,2,59.95,59.95,119.9,1,59.95,59.95,59.95,1,1,2,600,70,38,1,63,2,287,0,2,1,1,22222.0,0
42035,42036,12,7,4250093.0,94,3.99,149.99,2742.19,9,3.99,39.99,145.91,1,1,2,2500,498,56,16,30,2,14,1,23,1,85,45213.755319148935,0
42051,42052,12,7,264484.0,2,15.99,15.99,31.98,1,15.99,15.99,15.99,5,1,2,2700,508,171,12,36,2,7,5,7,4,1,132242.0,1
42054,42055,12,7,1721.05,20,39.99,89.99,1139.84,3,74.99,74.99,224.97,1,1,2,700,483,27,9,50,1,415,0,8,1,17,86.0525,0
42056,42057,12,7,208293.0,11,29.99,89.99,569.89,1,29.99,29.99,29.99,5,1,2,2000,603,209,8,43,2,194,3,6,2,10,18935.727272727272,1
42061,42062,12,7,224717.0,8,39.99,39.99,199.95,2,39.99,39.99,79.98,2,1,2,1000,529,188,9,37,2,25,0,4,2,6,28089.625,0
42075,42076,12,7,1007328.0,8,399.99,399.99,1999.95,1,399.99,399.99,399.99,5,1,2,2500,498,208,8,51,2,170,6,12,1,7,125916.0,1
42076,42077,12,7,727723.0,9,9.99,39.95,175.84,6,9.99,39.95,119.9,5,1,2,1600,509,134,23,33,2,13,17,31,4,3,80858.11111111111,1
42091,42092,12,7,4916656.0,16,379.0,579.99,8436.87,1,539.99,539.99,539.99,5,1,2,2200,563,112,30,25,2,6,6,8,4,15,307291.0,1
42101,42102,12,7,566187.0,2,599.0,599.0,1198.0,1,599.0,599.0,599.0,5,1,2,3100,517,275,11,76,1,7,3,5,2,1,283093.5,1
42107,42108,12,7,691391.0,13,319.99,319.99,959.97,1,319.99,319.99,319.99,5,1,2,4000,561,149,13,55,2,78,4,6,3,12,53183.92307692308,1
42111,42112,12,7,909.85,14,9.99,39.99,189.9,4,9.99,39.99,69.96,5,1,2,5000,580,323,19,79,2,19,9,15,3,10,64.98928571428571,1
42123,42124,12,7,38248.0,2,19.95,19.95,39.9,1,19.95,19.95,19.95,2,1,2,600,569,17,4,50,2,205,0,2,2,1,19124.0,0
42150,42151,12,7,5329937.0,65,3.99,349.99,4398.56,3,4.99,349.99,362.97,5,1,2,2900,533,176,20,59,2,6,5,15,1,62,81999.03076923077,1
42152,42153,12,7,1093303.0,15,19.99,239.0,738.96,2,19.99,29.0,48.99,2,1,2,300,543,109,10,33,2,81,0,5,2,13,72886.86666666667,0
42160,42161,12,7,6037808.0,31,14.99,59.95,869.26,2,59.95,59.95,119.9,5,1,2,4000,614,209,6,47,2,139,3,12,2,29,194768.0,1
42174,42175,12,7,575901.0,7,19.99,19.99,139.93,2,19.99,19.99,39.98,5,1,2,5000,479,6,44,54,2,5,7,12,1,5,82271.57142857143,1
42175,42176,12,7,318.38,2,19.99,69.99,89.98,2,19.99,69.99,89.98,5,1,2,5000,516,4,6,60,2,4,5,8,4,0,159.19,1
42183,42184,12,7,1144375.0,38,199.99,349.99,9635.7,5,222.0,279.99,1241.96,1,1,-1,1500,70,116,0,42,1,483,0,19,1,33,30115.13157894737,0
42193,42194,12,7,152467.0,1,9.99,9.99,9.99,1,9.99,9.99,9.99,5,1,2,1000,580,219,10,49,2,28,3,6,1,0,152467.0,1
42210,42211,12,7,4332043.0,33,149.99,299.99,8937.71,9,222.0,299.99,2521.92,5,0,2,2600,545,85,4,65,2,33,6,36,1,24,131274.0303030303,1
42222,42223,12,7,1009974.0,6,19.99,59.95,139.91,6,19.99,59.95,139.91,1,1,5,4000,568,85,2,51,1,156,0,14,1,0,168329.0,0
42223,42224,12,7,1728906.0,68,6.99,10.99,465.46,16,6.99,9.99,133.84,3,0,0,600,70,218,1,49,2,6,1,40,1,52,25425.08823529412,0
42224,42225,12,7,247287.0,4,3.99,59.95,183.84,3,3.99,59.95,123.89,3,1,2,2500,589,387,17,68,2,10,5,13,1,1,61821.75,0
42243,42244,12,7,94947.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,5,1,2,2500,537,355,30,56,2,6,3,6,1,0,94947.0,1
42244,42245,12,7,110473.0,2,15.99,15.99,31.98,1,15.99,15.99,15.99,5,1,2,1600,420,78,14,45,2,95,3,6,1,1,55236.5,1
42253,42254,12,7,5623816.0,44,3.99,449.99,2532.48,2,3.99,29.99,33.98,1,1,2,600,596,38,19,48,2,6,5,12,1,42,127814.0,0
42256,42257,12,7,61598.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,2,1,2,2700,526,355,17,56,2,5,0,6,1,0,61598.0,0
42260,42261,12,7,4219837.0,22,249.99,909.9,7219.67,2,299.99,299.99,599.98,1,1,2,600,552,78,3,30,2,7,0,7,1,20,191810.77272727274,0
42262,42263,12,7,273989.0,9,8.99,14.99,87.96,1,9.0,9.0,9.0,2,1,2,600,457,47,6,31,2,189,0,2,2,8,30443.222222222223,0
42269,42270,12,7,1126441.0,21,9.99,39.99,429.83,2,17.99,24.99,42.98,2,1,2,300,434,7,8,58,2,56,0,4,2,19,53640.04761904762,0
42278,42279,12,7,237563.0,3,999.99,999.99,1999.98,1,999.99,999.99,999.99,1,1,2,9500,530,170,317,43,1,6,0,2,1,2,79187.66666666667,0
42283,42284,12,7,8212401.0,8,549.99,649.99,4548.93,2,549.99,549.99,1099.98,5,1,2,300,597,3,1,41,2,103,10,22,1,6,1026550.125,1
42300,42301,12,7,301069.0,8,19.99,29.99,189.92,2,19.99,29.99,49.98,5,1,2,5500,541,17,76,47,2,5,4,8,1,6,37633.625,1
42303,42304,12,7,314411.0,6,69.99,119.99,529.94,5,69.99,119.99,459.95,5,1,2,1000,515,42,13,45,1,150,3,14,1,1,52401.833333333336,1
42309,42310,12,7,428925.0,2,699.0,699.0,1398.0,1,699.0,699.0,699.0,4,1,2,300,384,61,9,26,1,325,2,4,2,1,214462.5,0
42314,42315,12,7,371387.0,12,2.95,15.0,113.84,2,2.95,9.99,12.94,5,1,2,1700,494,50,13,30,2,20,4,9,1,10,30948.916666666668,1
42317,42318,12,7,1092194.0,8,249.99,249.99,499.98,1,249.99,249.99,249.99,5,1,2,800,444,153,15,38,1,128,3,7,2,7,136524.25,1
42322,42323,12,7,474.76,7,15.99,29.99,157.93,3,15.99,29.99,63.97,5,1,2,4000,509,286,10,52,1,15,8,14,4,4,67.82285714285715,1
42335,42336,12,7,737163.0,12,6.99,19.99,74.92,2,6.99,9.99,16.98,5,1,2,2500,596,448,13,79,2,13,5,14,2,10,61430.25,1
42337,42338,12,7,3173447.0,35,4.99,59.95,730.43,4,9.99,59.95,119.92,1,1,-1,600,568,10,6,38,1,153,0,13,1,31,90669.91428571429,0
42346,42347,12,7,69909.0,1,649.0,649.0,649.0,1,649.0,649.0,649.0,1,1,-1,2400,516,197,10,46,1,121,0,2,1,0,69909.0,0
42362,42363,12,7,1621.57,11,39.4,629.0,5660.79,5,629.0,629.0,3145.0,5,1,2,500,571,4,2,53,2,104,10,40,1,6,147.41545454545454,1
